RANK,PLAYER,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,WEEK
21,Joey Slye (WAS),1.0,1.0,100.0,37.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,1.2%,6.0
22,Jason Sanders (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,6.0,6.0,35.4%,6.0
23,Chase McLaughlin (TB),2.0,2.0,100.0,36.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,3.3%,6.0
24,Cameron Dicker (LAC),1.0,1.0,100.0,24.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,66.4%,6.0
25,Jake Moody (SF),1.0,3.0,33.3,25.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,43.1%,6.0
26,Younghoe Koo (ATL),1.0,1.0,100.0,47.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,51.0%,6.0
27,Eddy Pineiro (CAR),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,6.0%,6.0
28,Jake Elliott (PHI),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,79.7%,6.0
29,Tyler Bass (BUF),0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,85.5%,6.0
30,Matthew Wright (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
31,Matt Ammendola (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2%,6.0
32,Wil Lutz (DEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.1%,6.0
33,Michael Badgley (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
34,Anders Carlson (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2%,6.0
35,Lucas Havrisik (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2%,6.0
36,Steven Weatherford (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
37,Piotr Czech (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
38,Ricky Schmit (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
39,Zac Derr (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
40,Parker Douglass (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
41,Jason Reda (CLE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
42,Garrett Rivas (TB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
43,Carlos Martinez (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
44,Andrew Wellock (CAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
45,Mark Hickok (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
46,MacKenzie Hoambrecker (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
47,Chris Boswell (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2%,6.0
48,Andrew Jacas (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
49,Garrett Lindholm (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
50,Randy Bullock (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,6.0
51,Saverio Rocca (WAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
52,Kai Forbath (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0%,6.0
53,Clint Stitser (WAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
54,Connor Hughes (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
