RANK,PLAYER,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,WEEK
17,Justin Tucker (BAL),1.0,2.0,50.0,37.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,7.0,7.0,98.9%,10.0
18,Anders Carlson (GB),2.0,2.0,100.0,31.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,7.0,7.0,4.2%,10.0
19,Eddy Pineiro (CAR),2.0,3.0,66.7,39.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,7.0,7.0,6.0%,10.0
20,Brandon Aubrey (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,7.0,7.0,88.8%,10.0
21,Nick Folk (TEN),2.0,3.0,66.7,38.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,28.1%,10.0
22,Randy Bullock (NYG),1.0,1.0,100.0,40.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,6.0,6.0,0.1%,10.0
23,Chad Ryland (NE),2.0,3.0,66.7,37.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.4%,10.0
24,Matt Gay (IND),1.0,2.0,50.0,51.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,6.0,32.9%,10.0
25,Younghoe Koo (ATL),1.0,1.0,100.0,36.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,51.0%,10.0
26,Blake Grupe (NO),1.0,1.0,100.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,4.8%,10.0
27,Brandon McManus (JAC),1.0,1.0,100.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,42.5%,10.0
28,Tyler Bass (BUF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,85.5%,10.0
29,Matthew Wright (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
30,Ka'imi Fairbairn (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8%,10.0
31,Jake Elliott (PHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.7%,10.0
32,Harrison Butker (KC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.3%,10.0
33,Jason Sanders (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4%,10.0
34,Michael Badgley (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
35,Lucas Havrisik (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2%,10.0
36,Piotr Czech (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
37,Parker Douglass (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
38,Steven Weatherford (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
39,Ricky Schmit (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
40,Zac Derr (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
41,Jason Reda (CLE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
42,Graham Gano (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0%,10.0
43,Garrett Rivas (TB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
44,Carlos Martinez (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
45,Andrew Wellock (CAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
46,Mark Hickok (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
47,MacKenzie Hoambrecker (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
48,Andrew Jacas (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
49,Garrett Lindholm (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
50,Saverio Rocca (WAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
51,Kai Forbath (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0%,10.0
52,Clint Stitser (WAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
53,Connor Hughes (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,10.0
