RANK,PLAYER,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,WEEK
23,Cairo Santos (CHI),1.0,1.0,100.0,52.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,7.0,7.0,6.4%,2.0
24,Graham Gano (NYG),1.0,1.0,100.0,34.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,7.0,7.0,13.0%,2.0
25,Jason Sanders (MIA),1.0,3.0,33.3,23.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,35.4%,2.0
26,Evan McPherson (CIN),1.0,1.0,100.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,84.9%,2.0
27,Anders Carlson (GB),1.0,1.0,100.0,33.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,4.2%,2.0
28,Chad Ryland (NE),1.0,1.0,100.0,49.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,6.0,6.0,0.4%,2.0
29,Harrison Butker (KC),1.0,1.0,100.0,38.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,89.3%,2.0
30,Daniel Carlson (LV),1.0,1.0,100.0,47.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,55.0%,2.0
31,Austin Seibert (FA),1.0,1.0,100.0,34.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0%,2.0
32,Greg Joseph (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,4.0,12.8%,2.0
33,Matt Ammendola (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2%,2.0
34,Matthew Wright (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
35,Michael Badgley (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
36,Lucas Havrisik (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2%,2.0
37,Steven Weatherford (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
38,Piotr Czech (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
39,Ricky Schmit (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
40,Zac Derr (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
41,Parker Douglass (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
42,Jason Reda (CLE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
43,Garrett Rivas (TB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
44,Carlos Martinez (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
45,Andrew Wellock (CAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
46,Mark Hickok (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
47,MacKenzie Hoambrecker (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
48,Andrew Jacas (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
49,Garrett Lindholm (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
50,Greg Zuerlein (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4%,2.0
51,Randy Bullock (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,2.0
52,Saverio Rocca (WAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
53,Kai Forbath (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0%,2.0
54,Clint Stitser (WAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
55,Connor Hughes (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
