RANK,PLAYER,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,WEEK
19,Clyde Edwards-Helaire (KC),15.0,55.0,3.7,16.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,12.7,12.7,3.8%,3.0
20,Josh Jacobs (LV),17.0,62.0,3.6,10.0,0.0,0.0,3.0,5.0,18.0,6.0,0.0,0.0,1.0,11.0,11.0,99.8%,3.0
21,Matt Breida (NYG),4.0,17.0,4.3,8.0,0.0,1.0,3.0,3.0,1.0,0.3,0.0,0.0,1.0,10.8,10.8,3.1%,3.0
22,Bijan Robinson (ATL),10.0,33.0,3.3,11.0,0.0,0.0,4.0,6.0,27.0,6.8,0.0,0.0,1.0,10.0,10.0,99.7%,3.0
23,Ezekiel Elliott (NE),16.0,80.0,5.0,14.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,9.7,9.7,36.9%,3.0
24,Tony Jones Jr. (NO),8.0,31.0,3.9,19.0,0.0,0.0,4.0,4.0,21.0,5.3,0.0,0.0,1.0,9.2,9.2,0.3%,3.0
25,Jahmyr Gibbs (DET),17.0,80.0,4.7,21.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,9.2,9.2,98.8%,3.0
26,Latavius Murray (BUF),5.0,15.0,3.0,7.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,9.1,9.1,19.8%,3.0
27,Javonte Williams (DEN),11.0,42.0,3.8,16.0,0.0,0.0,2.0,3.0,23.0,11.5,0.0,0.0,1.0,8.5,8.5,91.3%,3.0
28,Kyren Williams (LAR),10.0,38.0,3.8,9.0,0.0,0.0,2.0,7.0,27.0,13.5,0.0,0.0,1.0,8.5,8.5,88.9%,3.0
29,Jaylen Warren (PIT),8.0,29.0,3.6,11.0,0.0,0.0,3.0,4.0,23.0,7.7,0.0,0.0,1.0,8.2,8.2,80.3%,3.0
30,Melvin Gordon III (BAL),10.0,32.0,3.2,15.0,0.0,0.0,2.0,2.0,23.0,11.5,0.0,0.0,1.0,7.5,7.5,0.1%,3.0
31,Elijah Mitchell (SF),11.0,42.0,3.8,18.0,0.0,0.0,3.0,3.0,2.0,0.7,0.0,0.0,1.0,7.4,7.4,17.1%,3.0
32,Rhamondre Stevenson (NE),19.0,59.0,3.1,10.0,0.0,0.0,1.0,4.0,3.0,3.0,0.0,0.0,1.0,7.2,7.2,95.1%,3.0
33,Rachaad White (TB),14.0,38.0,2.7,12.0,0.0,0.0,3.0,3.0,24.0,8.0,0.0,1.0,1.0,7.2,7.2,95.1%,3.0
34,Brian Robinson Jr. (WAS),10.0,70.0,7.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,91.1%,3.0
35,Tank Bigsby (JAC),2.0,10.0,5.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,6.4%,3.0
36,Roschon Johnson (CHI),8.0,38.0,4.8,11.0,0.0,0.0,2.0,2.0,11.0,5.5,0.0,0.0,1.0,6.9,6.9,21.6%,3.0
37,Chris Brooks (MIA),9.0,66.0,7.3,52.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.6,6.6,0.1%,3.0
38,Najee Harris (PIT),19.0,65.0,3.4,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.5,6.5,93.0%,3.0
39,Devin Singletary (HOU),9.0,41.0,4.6,14.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,6.5,6.5,78.0%,3.0
40,Nick Bawden (NYJ),1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.1,6.1,0.0%,3.0
41,Dalvin Cook (NYJ),8.0,18.0,2.3,5.0,0.0,0.0,3.0,3.0,11.0,3.7,0.0,0.0,1.0,5.9,5.9,26.7%,3.0
42,Patrick Taylor Jr. (GB),3.0,6.0,2.0,4.0,0.0,0.0,3.0,4.0,23.0,7.7,0.0,0.0,1.0,5.9,5.9,0.3%,3.0
43,Kenneth Gainwell (PHI),14.0,43.0,3.1,8.0,0.0,0.0,1.0,2.0,5.0,5.0,0.0,0.0,1.0,5.8,5.8,20.8%,3.0
44,Gary Brightwell (NYG),4.0,5.0,1.3,2.0,0.0,0.0,2.0,3.0,31.0,15.5,0.0,0.0,1.0,5.6,5.6,0.3%,3.0
45,Zach Charbonnet (SEA),9.0,46.0,5.1,12.0,0.0,0.0,1.0,2.0,-1.0,-1.0,0.0,0.0,1.0,5.5,5.5,64.6%,3.0
46,Kareem Hunt (CLE),5.0,13.0,2.6,5.0,0.0,0.0,2.0,3.0,22.0,11.0,0.0,0.0,1.0,5.5,5.5,65.9%,3.0
47,Gus Edwards (BAL),11.0,51.0,4.6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.1,5.1,85.8%,3.0
48,Tyler Allgeier (ATL),7.0,12.0,1.7,5.0,0.0,0.0,2.0,3.0,17.0,8.5,0.0,0.0,1.0,4.9,4.9,50.6%,3.0
49,Tyjae Spears (TEN),4.0,6.0,1.5,5.0,0.0,0.0,4.0,4.0,3.0,0.8,0.0,0.0,1.0,4.9,4.9,36.1%,3.0
50,Samaje Perine (DEN),3.0,9.0,3.0,3.0,0.0,0.0,2.0,3.0,15.0,7.5,0.0,0.0,1.0,4.4,4.4,22.4%,3.0
51,Kendre Miller (NO),9.0,34.0,3.8,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.4,4.4,3.9%,3.0
52,Ty Chandler (MIN),3.0,27.0,9.0,12.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,4.1,4.1,46.9%,3.0
53,Breece Hall (NYJ),12.0,18.0,1.5,7.0,0.0,0.0,1.0,2.0,9.0,9.0,0.0,0.0,1.0,3.7,3.7,98.1%,3.0
54,Ameer Abdullah (LV),0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,16.0,8.0,0.0,0.0,1.0,3.6,3.6,0.5%,3.0
55,Khalil Herbert (CHI),7.0,31.0,4.4,11.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,3.5,3.5,70.5%,3.0
56,Antonio Gibson (WAS),2.0,17.0,8.5,13.0,0.0,0.0,3.0,5.0,7.0,2.3,0.0,1.0,1.0,3.4,3.4,47.3%,3.0
57,AJ Dillon (GB),11.0,33.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,3.3,65.8%,3.0
58,D'Ernest Johnson (JAC),3.0,6.0,2.0,3.0,0.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,1.0,3.2,3.2,0.6%,3.0
59,Trey Sermon (IND),5.0,17.0,3.4,5.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,3.1,3.1,0.1%,3.0
60,Kenyan Drake (CLE),1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,31.0,15.5,0.0,1.0,1.0,3.1,3.1,0.1%,3.0
61,Keaontay Ingram (ARI),5.0,13.0,2.6,8.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,1.0,3.1,3.1,3.1%,3.0
62,Hunter Luepke (DAL),1.0,9.0,9.0,9.0,0.0,0.0,1.0,1.0,12.0,12.0,0.0,0.0,1.0,3.1,3.1,0.0%,3.0
63,Pierre Strong Jr. (CLE),6.0,27.0,4.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,2.7,0.9%,3.0
64,Joshua Kelley (LAC),11.0,12.0,1.1,4.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,2.7,2.7,13.4%,3.0
65,Chuba Hubbard (CAR),1.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,2.4,2.4,55.5%,3.0
66,Emanuel Wilson (GB),2.0,6.0,3.0,4.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,2.2,2.2,0.1%,3.0
67,Derrick Henry (TEN),11.0,20.0,1.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,99.9%,3.0
68,C.J. Ham (MIN),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,1.7,1.7,0.1%,3.0
69,Craig Reynolds (DET),4.0,15.0,3.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,2.7%,3.0
70,Damien Harris (BUF),5.0,15.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,7.9%,3.0
71,Jaleel McLaughlin (DEN),5.0,15.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,17.6%,3.0
72,DeeJay Dallas (SEA),2.0,7.0,3.5,8.0,0.0,0.0,1.0,1.0,-2.0,-2.0,0.0,0.0,1.0,1.5,1.5,0.5%,3.0
73,Michael Carter (ARI),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.3,1.3,1.7%,3.0
74,Zonovan Knight (DET),3.0,13.0,4.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,0.3%,3.0
75,Jordan Mason (SF),3.0,11.0,3.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,1.7%,3.0
76,Isaiah Spiller (LAC),2.0,7.0,3.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.7,0.3%,3.0
77,Trayveon Williams (CIN),1.0,4.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.7%,3.0
78,Kyle Juszczyk (SF),1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.3%,3.0
79,Emari Demercado (ARI),2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,9.6%,3.0
80,Sean Tucker (TB),2.0,1.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.2%,3.0
81,Demetric Felton Jr. (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
82,Khari Blasingame (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,3.0
83,Austin Walter (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
84,Andrew Beck (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,3.0
85,Jakob Johnson (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,3.0
86,Darrynton Evans (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,3.0
87,Anthony McFarland Jr. (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,3.0
88,Eno Benjamin (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
89,Ke'Shawn Vaughn (TB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,3.0
90,La'Mical Perine (KC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
91,Cam Akers (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5%,3.0
92,J.K. Dobbins (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7%,3.0
93,Jonathan Taylor (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5%,3.0
94,Derrick Gore (WAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
95,Patrick Laird (TB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
96,Justice Hill (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1%,3.0
97,David Montgomery (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0%,3.0
98,Ty Johnson (BUF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,3.0
99,Mike Weber (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
100,Travis Homer (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,3.0
101,Darrell Henderson Jr. (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3%,3.0
102,Alec Ingold (MIA),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,3.0
103,Qadree Ollison (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,3.0
104,J.J. Taylor (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
105,Raheem Blackshear (CAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4%,3.0
106,Deon Jackson (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3%,3.0
107,Zamir White (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3%,3.0
108,Jermar Jefferson (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,3.0
109,Jonathan Ward (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
110,Jaret Patterson (LAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
111,Mohamed Ibrahim (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
112,James Robinson (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6%,3.0
113,Salvon Ahmed (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0%,3.0
114,JaMycal Hasty (NE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,3.0
115,Reggie Gilliam (BUF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,3.0
116,Brittain Brown (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
117,Julius Chestnut (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,3.0
118,Troy Hairston II (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
119,Ronnie Rivers (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3%,3.0
120,Zander Horvath (LAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
121,Tyler Badie (DEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
122,Hassan Haskins (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,3.0
123,Israel Abanikanda (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,3.0
124,Bryant Koback (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
125,Malik Davis (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,3.0
126,DeWayne McBride (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
127,Ellis Merriweather (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
128,Owen Wright (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
129,Jordan Mims (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
130,Deneric Prince (KC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
131,Levi Bell (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
132,Zavier Scott (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
133,Robert Burns (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
134,Jacob Saylors (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
135,Chase Brown (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8%,3.0
136,Keaton Mitchell (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.9%,3.0
137,Xazavian Valladay (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
138,Kenny McIntosh (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,3.0
139,Evan Hull (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4%,3.0
140,Henry Pearson (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
141,Carlos Washington Jr. (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
142,Jack Colletto (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
143,Elijah Dotson (LAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2%,3.0
144,Derek Parish (FA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,3.0
145,Lew Nichols III (PHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
146,Chris Evans (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,3.0
147,Javian Hawkins (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
148,Jashaun Corbin (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
149,Sincere McCormick (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
150,Kene Nwangwu (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5%,3.0
151,Spencer Brown (CAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
152,Avery Williams (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
153,Adam Prentice (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,3.0
154,Gerrid Doaks (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
155,Snoop Conner (JAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
156,Tyrion Davis-Price (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,3.0
157,Chris Rodriguez Jr. (WAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8%,3.0
158,Deuce Vaughn (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2%,3.0
159,Tyler Goodson (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
160,Zach Evans (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1%,3.0
161,Kevin Harris (NE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,3.0
162,Eric Gray (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,3.0
163,Nick Bellore (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0%,3.0
164,Chad Spann (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
165,Jay Finley (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,3.0
